Frame;Timestamp;Real Hand Position;Real Hand Rotation;Virtual Hand Position;Virtual Hand Rotation;Target;Redirection Technique;Target Real Position;Target Real Rotation;Target Virtual Position;Target Virtual Rotation;Body Position;Body Rotation;
999;04.05.2021 19:32:20 844;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1000;04.05.2021 19:32:20 858;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1001;04.05.2021 19:32:20 867;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1002;04.05.2021 19:32:20 877;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1003;04.05.2021 19:32:20 889;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1004;04.05.2021 19:32:20 899;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1005;04.05.2021 19:32:20 911;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1006;04.05.2021 19:32:20 921;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1007;04.05.2021 19:32:20 934;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1008;04.05.2021 19:32:20 944;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1009;04.05.2021 19:32:20 956;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1010;04.05.2021 19:32:20 966;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1011;04.05.2021 19:32:20 977;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1012;04.05.2021 19:32:20 988;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1013;04.05.2021 19:32:20 999;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1014;04.05.2021 19:32:21 11;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1015;04.05.2021 19:32:21 22;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1016;04.05.2021 19:32:21 33;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1017;04.05.2021 19:32:21 44;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1018;04.05.2021 19:32:21 55;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1019;04.05.2021 19:32:21 67;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1020;04.05.2021 19:32:21 78;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1021;04.05.2021 19:32:21 88;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1022;04.05.2021 19:32:21 99;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1023;04.05.2021 19:32:21 110;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1024;04.05.2021 19:32:21 121;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1025;04.05.2021 19:32:21 133;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1026;04.05.2021 19:32:21 144;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1027;04.05.2021 19:32:21 156;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1028;04.05.2021 19:32:21 167;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1029;04.05.2021 19:32:21 177;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1030;04.05.2021 19:32:21 188;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1031;04.05.2021 19:32:21 199;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1032;04.05.2021 19:32:21 210;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1033;04.05.2021 19:32:21 222;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1034;04.05.2021 19:32:21 233;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1035;04.05.2021 19:32:21 243;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1036;04.05.2021 19:32:21 255;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1037;04.05.2021 19:32:21 266;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1038;04.05.2021 19:32:21 277;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1039;04.05.2021 19:32:21 288;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1040;04.05.2021 19:32:21 299;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1041;04.05.2021 19:32:21 311;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1042;04.05.2021 19:32:21 322;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1043;04.05.2021 19:32:21 333;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1044;04.05.2021 19:32:21 343;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1045;04.05.2021 19:32:21 355;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1046;04.05.2021 19:32:21 367;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1047;04.05.2021 19:32:21 377;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1048;04.05.2021 19:32:21 393;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1049;04.05.2021 19:32:21 423;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1050;04.05.2021 19:32:21 429;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1051;04.05.2021 19:32:21 438;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1052;04.05.2021 19:32:21 445;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1053;04.05.2021 19:32:21 457;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1054;04.05.2021 19:32:21 468;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1055;04.05.2021 19:32:21 479;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1056;04.05.2021 19:32:21 491;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
1057;04.05.2021 19:32:21 501;(1.1, 0.7, 1.0);(0.0, -0.7, -0.7, 0.0);(1.4, 0.7, 1.0);(0.0, 0.0, 0.0, 1.0);VirtualCube(right) (HR_Toolkit.RedirectionObject);BodyWarping_Azmandian;(0.0, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(0.2, 0.9, 0.8);(0.0, 0.0, 0.0, 1.0);(-0.1, 0.9, 0.0);(0.0, 0.0, 0.0, 1.0);
